"","kills","deaths","assists","killingSprees","largestKillingSpree","largestMultiKill","doubleKills","tripleKills","quadraKills","pentaKills","totalDamageDealt","totalDamageDealtToChampions","magicDamageDealt","physicalDamageDealt","trueDamageDealt","damageDealtToObjectives","damageDealtToTurrets","damageSelfMitigated","totalDamageTaken","goldEarned","goldSpent","totalMinionsKilled","neutralMinionsKilled","lane","teamPosition","timePlayed","visionScore","wardsPlaced","wardsKilled","longestTimeSpentLiving","totalHeal","totalHealsOnTeammates","totalDamageShieldedOnTeammates","timeCCingOthers","firstBloodKill","firstBloodAssist","firstTowerKill","firstTowerAssist","killParticipation","takedowns"
"230",8,9,7,2,2,1,0,0,0,0,305743,24283,26923,202467,76353,14007,521,47301,64956,14770,14025,60,186,"JUNGLE","JUNGLE",2323,48,5,15,456,36557,0,0,52,FALSE,FALSE,FALSE,FALSE,NA,NA
"231",7,2,5,1,7,3,1,1,0,0,104802,13805,8662,92115,4024,2931,2931,5501,11597,9728,7308,189,4,"NONE","BOTTOM",1199,16,7,0,692,3611,0,0,8,FALSE,TRUE,FALSE,FALSE,NA,NA
"232",5,9,6,1,2,1,0,0,0,0,74933,22918,1691,63603,9637,1169,1169,12776,23429,10039,9500,146,0,"BOTTOM","BOTTOM",1395,9,7,1,258,4605,0,0,21,FALSE,FALSE,FALSE,FALSE,NA,NA
"233",7,8,5,1,3,2,1,0,0,0,13792,9176,4867,8659,265,0,0,11666,13918,6303,5950,11,0,"NONE","",511,0,0,0,116,1068,0,688,7,FALSE,FALSE,FALSE,FALSE,NA,NA
"234",14,21,47,3,2,2,3,0,0,0,151250,68157,45606,98810,6834,4112,4112,30780,55071,19174,20240,108,0,"MIDDLE","",1730,0,0,0,182,4381,0,0,4,FALSE,TRUE,FALSE,FALSE,NA,NA
"235",11,8,5,2,5,1,0,0,0,0,254924,44070,225565,24863,4495,12795,9513,43101,22821,16774,16330,232,36,"TOP","MIDDLE",2015,30,6,5,439,869,0,0,10,FALSE,FALSE,FALSE,FALSE,NA,NA
"236",7,7,13,2,3,2,1,0,0,0,131269,31187,116468,12651,2150,12593,2267,13433,22127,12136,11480,167,4,"MIDDLE","MIDDLE",1738,17,10,2,349,1442,0,2943,40,FALSE,FALSE,FALSE,FALSE,NA,NA
"237",5,1,7,2,3,1,0,0,0,0,219587,9267,15444,145224,58918,36322,1404,19995,27600,10472,8350,9,155,"JUNGLE","JUNGLE",1306,10,2,0,797,18923,0,0,9,TRUE,FALSE,FALSE,FALSE,NA,NA
"238",3,6,2,0,0,1,0,0,0,0,72594,16366,66448,5697,448,4287,2934,8214,13756,7937,6075,145,0,"TOP","TOP",1249,18,8,2,485,840,0,0,7,FALSE,FALSE,FALSE,FALSE,NA,NA
"239",1,3,12,0,0,1,0,0,0,0,19981,13246,19269,411,299,767,346,5337,10523,9722,8450,5,0,"BOTTOM","UTILITY",2385,70,30,3,1406,21273,19450,15185,34,FALSE,FALSE,FALSE,TRUE,NA,NA
"240",30,17,35,10,4,3,6,3,0,0,162626,57897,131821,4932,25872,1353,1353,18425,42619,23065,25345,77,0,"MIDDLE","",1948,0,0,0,187,1934,0,0,34,FALSE,FALSE,FALSE,FALSE,NA,NA
"241",2,9,2,0,0,1,0,0,0,0,93429,17136,79108,10836,3484,1537,1537,6515,17941,7438,6335,142,0,"MIDDLE","MIDDLE",1344,10,6,2,270,65,0,0,17,FALSE,FALSE,FALSE,FALSE,NA,NA
"242",13,8,15,3,3,2,1,0,0,0,225776,29557,1212,222180,2382,9811,5131,12187,28025,15636,12750,222,24,"BOTTOM","BOTTOM",1896,45,14,13,323,8486,961,0,36,FALSE,FALSE,FALSE,FALSE,NA,NA
"243",6,0,5,1,6,2,1,0,0,0,73594,9721,62133,10343,1116,507,9,3550,7067,7542,7100,151,0,"NONE","MIDDLE",1104,18,8,2,0,1204,0,0,8,FALSE,TRUE,FALSE,FALSE,NA,NA
"244",1,12,12,0,0,1,0,0,0,0,26323,12320,11003,9627,5692,2188,1347,45690,34832,8137,8125,28,0,"JUNGLE","UTILITY",1970,92,45,6,312,2234,359,609,68,FALSE,FALSE,FALSE,FALSE,NA,NA
"245",9,2,16,3,4,2,1,0,0,0,201552,33461,1010,198042,2499,35069,6314,6524,13526,14064,12625,189,27,"BOTTOM","BOTTOM",1611,20,7,1,532,6944,0,0,33,TRUE,FALSE,TRUE,FALSE,NA,NA
"246",5,1,9,1,4,1,0,0,0,0,127213,8707,41538,14709,70964,13007,0,7209,14029,7502,6425,24,98,"NONE","JUNGLE",947,14,2,4,509,11539,0,0,12,FALSE,FALSE,FALSE,FALSE,NA,NA
"247",0,9,22,0,0,0,0,0,0,0,33184,10303,24220,5586,3377,3059,1890,73247,42834,14775,14200,57,0,"BOTTOM","UTILITY",3650,218,90,34,739,5834,500,6784,56,FALSE,FALSE,FALSE,TRUE,NA,NA
"248",2,7,2,1,2,1,0,0,0,0,91134,12923,1932,82953,6248,4471,4471,21457,23186,7424,7125,156,0,"TOP","TOP",1380,16,9,1,541,6929,393,0,9,FALSE,FALSE,FALSE,FALSE,NA,NA
"249",17,8,27,4,4,3,3,1,0,0,103679,42755,117,99760,3801,3355,3355,54994,44163,14890,12700,78,0,"NONE","",1086,0,0,0,214,5830,0,0,23,TRUE,FALSE,FALSE,FALSE,NA,NA
"250",4,11,13,1,2,1,0,0,0,0,283166,47097,243829,22892,16445,12031,3912,15861,40394,15125,15450,260,8,"TOP","TOP",2528,36,14,5,382,8314,0,0,15,FALSE,FALSE,FALSE,FALSE,NA,NA
"251",8,7,8,2,4,2,1,0,0,0,114268,28995,30784,80099,3385,7683,5921,10117,21678,10184,9150,161,0,"BOTTOM","BOTTOM",1401,16,9,1,331,1086,0,0,3,TRUE,FALSE,TRUE,FALSE,NA,NA
"252",3,4,3,1,2,1,0,0,0,0,122473,20341,90981,18522,12969,5902,3522,13087,29142,8775,8350,167,0,"MIDDLE","MIDDLE",1406,17,8,2,578,9183,0,0,11,FALSE,FALSE,FALSE,FALSE,NA,NA
"253",5,8,7,1,2,1,0,0,0,0,246963,16333,26669,153130,67164,48431,3284,17536,35581,11854,11308,21,159,"JUNGLE","JUNGLE",1674,31,8,8,293,19311,3197,0,8,FALSE,FALSE,FALSE,FALSE,NA,NA
"254",4,10,7,1,2,2,1,0,0,0,105036,22146,7301,91080,6654,2239,2239,21996,40529,9077,9100,146,0,"TOP","TOP",1615,8,4,0,303,8368,0,0,28,FALSE,FALSE,FALSE,FALSE,NA,NA
"255",7,15,17,1,2,2,1,0,0,0,84691,20629,15389,58227,11073,1605,1605,21130,32172,13552,12233,77,0,"NONE","",1160,0,0,0,94,3087,0,0,12,FALSE,FALSE,TRUE,FALSE,NA,NA
"256",2,6,4,0,0,1,0,0,0,0,91544,15044,22446,61223,7874,3453,3453,7038,15189,8074,7800,163,0,"BOTTOM","BOTTOM",1326,12,7,2,401,1184,0,0,2,FALSE,FALSE,TRUE,FALSE,NA,NA
"257",2,5,4,0,0,1,0,0,0,0,175380,21198,572,168389,6418,5021,664,14688,20484,11228,11500,258,2,"BOTTOM","BOTTOM",1861,22,10,7,868,5060,0,0,15,FALSE,FALSE,FALSE,FALSE,NA,NA
"258",6,4,8,1,6,2,1,0,0,0,124890,18966,111265,12136,1488,3592,3221,29102,27546,11220,11300,186,0,"TOP","TOP",1699,19,7,3,899,9122,0,0,50,FALSE,FALSE,FALSE,FALSE,NA,NA
"259",6,2,10,2,4,1,0,0,0,0,310643,17307,21666,222194,66782,26490,858,24533,41939,12279,10675,26,226,"JUNGLE","JUNGLE",1743,28,5,8,1222,31292,0,0,19,FALSE,FALSE,FALSE,FALSE,NA,NA
"260",0,8,3,0,0,0,0,0,0,0,10856,4458,5197,3736,1922,45,45,4736,11110,3563,3225,13,0,"NONE","UTILITY",913,17,10,0,211,1573,768,970,15,FALSE,FALSE,FALSE,FALSE,NA,NA
"261",1,1,3,0,0,1,0,0,0,0,57284,9150,49040,6236,2007,3026,3026,5170,10284,6291,5985,127,0,"NONE","MIDDLE",969,8,5,0,856,1554,0,0,7,TRUE,FALSE,FALSE,FALSE,NA,NA
"262",0,4,5,0,0,0,0,0,0,0,9577,4619,4206,3747,1623,702,104,8347,9905,4047,3600,15,0,"NONE","UTILITY",961,38,15,6,327,18,0,415,38,FALSE,TRUE,FALSE,FALSE,NA,NA
"263",9,5,12,3,4,2,1,0,0,0,198021,32127,50990,144339,2691,16602,8516,13736,22833,15477,15050,219,24,"JUNGLE","BOTTOM",1717,24,7,8,523,7015,0,0,5,FALSE,FALSE,FALSE,FALSE,NA,NA
"264",12,8,5,2,7,2,1,0,0,0,193432,37754,45915,132168,15348,9525,6271,17952,30025,15466,15633,221,15,"JUNGLE","TOP",1783,15,8,2,541,4907,0,0,0,FALSE,FALSE,FALSE,FALSE,NA,NA
"265",28,14,16,8,6,4,9,2,1,0,229314,73332,20807,200424,8082,4318,4318,32661,38824,20857,17250,119,0,"BOTTOM","",1465,0,0,0,149,7729,0,0,0,FALSE,FALSE,FALSE,FALSE,NA,NA
"266",6,1,7,1,6,1,0,0,0,0,246547,15411,1067,164611,80868,22421,545,19497,29943,10439,8575,19,171,"JUNGLE","JUNGLE",1543,20,3,5,223,22705,0,0,11,FALSE,FALSE,FALSE,FALSE,NA,NA
"267",6,3,14,1,5,2,1,0,0,0,42120,14077,920,37838,3361,10397,4410,6640,15316,9673,8125,33,2,"BOTTOM","UTILITY",1474,53,18,4,642,13456,6746,1212,27,FALSE,FALSE,FALSE,TRUE,NA,NA
"268",2,8,5,0,0,1,0,0,0,0,129043,13364,2461,121411,5170,5476,5476,28790,42140,9340,9335,186,12,"TOP","TOP",1589,19,7,3,310,8800,0,0,21,TRUE,FALSE,FALSE,FALSE,NA,NA
"269",3,4,1,1,2,1,0,0,0,0,47146,8304,35421,8633,3092,1048,1048,3872,9663,6062,5950,105,0,"NONE","BOTTOM",943,8,4,2,389,190,0,0,9,FALSE,FALSE,FALSE,FALSE,NA,NA
"270",9,5,14,2,6,2,2,0,0,0,189856,44480,174729,10182,4943,5485,3001,11427,20445,13817,12540,226,0,"MIDDLE","MIDDLE",2041,10,10,1,894,1743,0,0,42,FALSE,FALSE,FALSE,FALSE,NA,NA
"271",21,6,17,6,5,3,6,3,0,0,63155,32531,2928,59647,580,2222,2222,10077,15389,12817,11875,32,0,"NONE","",812,0,0,0,158,2901,0,0,30,FALSE,TRUE,FALSE,FALSE,NA,NA
"272",0,4,0,0,0,0,0,0,0,0,31482,5753,0,31482,0,0,0,6767,9877,3725,3225,67,4,"NONE","MIDDLE",914,7,3,2,264,435,0,0,4,FALSE,FALSE,FALSE,FALSE,NA,NA
"273",12,7,6,2,7,2,2,0,0,0,277521,35983,116751,145229,15541,21952,7400,13264,26778,16677,15025,269,20,"BOTTOM","BOTTOM",2056,24,11,7,558,5783,0,0,4,TRUE,FALSE,TRUE,FALSE,NA,NA
"274",20,10,33,6,6,5,4,2,1,1,87527,45604,256,81200,6070,750,750,14415,24559,16901,14925,53,0,"TOP","",1353,0,0,0,136,3936,0,0,12,FALSE,TRUE,FALSE,TRUE,NA,NA
"275",6,4,3,1,2,1,0,0,0,0,73948,17520,56161,14080,3706,920,920,5643,12908,8185,6600,145,0,"NONE","MIDDLE",1113,1,3,0,314,1754,0,0,6,FALSE,FALSE,FALSE,FALSE,NA,NA
"276",9,4,20,2,7,3,1,1,0,0,172549,31774,149983,17552,5014,14328,7987,20870,30595,15515,13400,208,9,"MIDDLE","MIDDLE",1962,22,12,3,1267,7644,0,0,71,FALSE,FALSE,FALSE,FALSE,NA,NA
"277",2,6,2,0,0,1,0,0,0,0,115686,19991,103714,9262,2710,2695,2695,7946,17016,9455,8875,197,0,"MIDDLE","MIDDLE",1613,14,10,4,439,966,0,0,33,FALSE,FALSE,FALSE,FALSE,NA,NA
"278",17,13,19,5,3,2,3,0,0,0,69617,34787,2416,64656,2544,538,538,17791,26569,13550,13650,52,0,"NONE","",1088,0,0,0,101,1764,0,0,8,TRUE,FALSE,FALSE,FALSE,NA,NA
"279",9,4,15,2,7,3,2,1,0,0,313278,19427,24470,188283,100524,47887,1506,43232,59398,15630,14150,27,196,"JUNGLE","JUNGLE",2230,30,0,13,692,40322,0,0,40,FALSE,FALSE,FALSE,FALSE,NA,NA
"280",5,4,3,1,4,1,0,0,0,0,104121,17176,59814,12109,32198,0,0,6169,14271,8813,8100,175,0,"MIDDLE","MIDDLE",1442,18,10,0,989,2735,0,0,19,FALSE,FALSE,FALSE,FALSE,NA,NA
"281",13,9,9,2,4,2,2,0,0,0,274408,34685,2089,245479,26839,27064,12053,15678,25667,17541,17225,243,7,"BOTTOM","BOTTOM",2030,40,13,6,292,6402,0,0,24,FALSE,FALSE,FALSE,FALSE,NA,NA
"282",11,5,3,3,4,4,2,1,1,0,158170,32401,149522,7450,1197,23202,5328,21900,30435,13227,11825,208,4,"MIDDLE","MIDDLE",1667,14,8,1,519,9669,0,0,33,FALSE,FALSE,FALSE,FALSE,NA,NA
"283",5,6,8,1,2,1,0,0,0,0,153620,23798,0,141240,12380,4581,4581,54341,37828,13508,12275,203,8,"BOTTOM","BOTTOM",2216,17,9,2,1061,6061,0,0,20,FALSE,FALSE,FALSE,FALSE,NA,NA
"284",0,7,7,0,0,0,0,0,0,0,17548,8545,10959,4078,2509,0,0,8503,21906,7045,6600,42,0,"BOTTOM","UTILITY",1827,71,34,8,414,11696,6237,2728,11,FALSE,TRUE,FALSE,FALSE,NA,NA
"285",7,7,2,1,4,1,0,0,0,0,144191,10863,25103,71472,47615,6880,0,25132,26540,9473,9200,7,119,"JUNGLE","JUNGLE",1433,21,9,1,592,9944,0,498,17,FALSE,FALSE,FALSE,FALSE,NA,NA
"286",7,2,9,1,5,2,1,0,0,0,117333,17706,94156,19496,3681,12411,5967,31349,33615,10792,10000,165,2,"TOP","TOP",1420,11,3,1,757,33680,0,0,30,FALSE,FALSE,FALSE,FALSE,NA,NA
"287",5,1,12,2,3,1,0,0,0,0,18336,8281,9972,4206,4157,1520,520,14212,11725,8769,8125,35,0,"BOTTOM","UTILITY",1594,129,66,17,761,9975,5329,3336,33,FALSE,FALSE,FALSE,FALSE,NA,NA
"288",28,12,30,6,7,3,5,1,0,0,222901,78199,8509,213508,883,1576,1576,18005,39699,19817,20600,135,0,"TOP","",1403,0,0,0,203,6858,0,0,53,FALSE,FALSE,FALSE,FALSE,NA,NA
"289",8,4,6,3,3,2,2,0,0,0,213529,31069,0,211716,1813,9361,1018,9917,21430,13417,13525,261,0,"BOTTOM","BOTTOM",1978,13,7,2,713,6767,0,0,16,FALSE,FALSE,FALSE,FALSE,NA,NA
"290",9,5,6,3,4,2,1,0,0,0,136647,21679,6336,121517,8794,6262,2864,13598,20014,12337,11750,193,0,"MIDDLE","MIDDLE",1656,23,7,6,411,5459,0,0,7,FALSE,TRUE,FALSE,FALSE,NA,NA
"291",2,6,5,0,0,1,0,0,0,0,142589,21415,119439,17306,5843,8644,417,10559,18780,10172,9050,220,0,"BOTTOM","BOTTOM",1758,24,8,4,579,1383,0,0,12,FALSE,FALSE,FALSE,FALSE,NA,NA
"292",7,7,15,3,2,2,1,0,0,0,340053,23507,230825,30351,78876,53553,3145,41829,43809,14870,12725,54,173,"JUNGLE","JUNGLE",2010,34,6,4,346,22512,0,0,23,FALSE,FALSE,FALSE,FALSE,NA,NA
"293",4,11,0,0,0,1,0,0,0,0,173195,23830,18218,152260,2717,3039,2714,25459,33601,10015,9725,195,19,"TOP","TOP",1704,11,4,2,238,5630,0,0,33,FALSE,FALSE,FALSE,FALSE,NA,NA
"294",10,8,7,1,6,3,1,1,0,0,248166,20310,17662,225555,4949,26531,5976,35564,32709,15752,14975,240,23,"BOTTOM","BOTTOM",2043,31,12,8,479,4584,0,0,26,TRUE,FALSE,TRUE,FALSE,NA,NA
"295",1,8,4,0,0,1,0,0,0,0,172547,19277,134843,17086,20616,7530,4435,7714,20275,10985,10200,241,0,"BOTTOM","BOTTOM",1907,14,10,2,546,77,0,0,16,FALSE,FALSE,FALSE,FALSE,NA,NA
